time_s,left_target_linear_velocity_x_mps,left_target_linear_velocity_y_mps,left_target_linear_velocity_z_mps,left_actual_linear_velocity_x_mps,left_actual_linear_velocity_y_mps,left_actual_linear_velocity_z_mps,right_target_linear_velocity_x_mps,right_target_linear_velocity_y_mps,right_target_linear_velocity_z_mps,right_actual_linear_velocity_x_mps,right_actual_linear_velocity_y_mps,right_actual_linear_velocity_z_mps
2.12,0.30000001192092896,1.3967443202034246e-08,0.0,0.35864758491516113,0.009674301370978355,-0.0017134575173258781,0.30000001192092896,1.3967443202034246e-08,0.0,0.40511220693588257,-0.044197652488946915,-0.01484045572578907
2.14,0.30000001192092896,1.3967443202034246e-08,0.0,0.3953981399536133,0.01877410337328911,-0.0020470302551984787,0.30000001192092896,1.3967443202034246e-08,0.0,0.42758482694625854,-0.08001655340194702,-0.016853217035531998
2.16,0.30000001192092896,1.3967443202034246e-08,0.0,0.3916610777378082,0.03193778544664383,-0.011392182670533657,0.30000001192092896,1.3967443202034246e-08,0.0,0.41031545400619507,-0.06199445202946663,-0.009104572236537933
2.18,0.30000001192092896,1.3967443202034246e-08,0.0,0.35397958755493164,0.02238796278834343,0.00024359329836443067,0.30000001192092896,1.3967443202034246e-08,0.0,0.35686707496643066,-0.00615045428276062,-0.0008068419992923737
2.2,0.30000001192092896,1.3967443202034246e-08,0.0,0.32934704422950745,0.009225425310432911,-0.002159029245376587,0.30000001192092896,1.3967443202034246e-08,0.0,0.3472977578639984,-0.00756111741065979,-0.00907675176858902
2.22,0.30000001192092896,1.3967443202034246e-08,0.0,0.31849730014801025,0.006481230724602938,0.00656688679009676,0.30000001192092896,1.3967443202034246e-08,0.0,0.372327595949173,-0.017111483961343765,-0.013232309371232986
2.24,0.30000001192092896,1.3967443202034246e-08,0.0,0.31607386469841003,0.0010665077716112137,-0.0018750447779893875,0.30000001192092896,1.3967443202034246e-08,0.0,0.39166760444641113,-0.03359878808259964,-0.0015677697956562042
2.2600000000000002,0.30000001192092896,1.3967443202034246e-08,0.0,0.306305468082428,0.013995377346873283,-0.00031055137515068054,0.30000001192092896,1.3967443202034246e-08,0.0,0.38611915707588196,-0.03940562158823013,0.0016530677676200867
2.2800000000000002,0.30000001192092896,1.3967443202034246e-08,0.0,0.29239094257354736,0.04422546178102493,0.008061658591032028,0.30000001192092896,1.3967443202034246e-08,0.0,0.35874900221824646,-0.0034336172975599766,0.016244342550635338
2.3000000000000003,0.30000001192092896,1.3967443202034246e-08,0.0,0.2885807156562805,0.04393487796187401,-0.005452744662761688,0.30000001192092896,1.3967443202034246e-08,0.0,0.3334619998931885,0.05362292006611824,0.007234005257487297
