clip,experiment,func,group,noise,run,scale,term
null,coopG1S1,isaaclab.envs.mdp.observations:projected_gravity,policy,"{""func"": ""isaaclab.utils.noise.noise_model:uniform_noise"", ""n_max"": 0.03, ""n_min"": -0.03, ""operation"": ""add""}",2026-06-03_08-20-14_s1_fromJun02_97598_vel10_hand8_cfg_16k_5k,null,projected_gravity
null,coopG1S1,isaaclab.envs.mdp.observations:generated_commands,policy,null,2026-06-03_08-20-14_s1_fromJun02_97598_vel10_hand8_cfg_16k_5k,null,velocity_commands
null,coopG1S1,isaaclab.envs.mdp.observations:joint_pos_rel,policy,"{""func"": ""isaaclab.utils.noise.noise_model:uniform_noise"", ""n_max"": 0.01, ""n_min"": -0.01, ""operation"": ""add""}",2026-06-03_08-20-14_s1_fromJun02_97598_vel10_hand8_cfg_16k_5k,null,joint_pos
null,coopG1S1,isaaclab.envs.mdp.observations:joint_vel_rel,policy,"{""func"": ""isaaclab.utils.noise.noise_model:uniform_noise"", ""n_max"": 1.5, ""n_min"": -1.5, ""operation"": ""add""}",2026-06-03_08-20-14_s1_fromJun02_97598_vel10_hand8_cfg_16k_5k,null,joint_vel
null,coopG1S1,isaaclab.envs.mdp.observations:last_action,policy,null,2026-06-03_08-20-14_s1_fromJun02_97598_vel10_hand8_cfg_16k_5k,null,actions
null,coopG1S1,isaaclab.envs.mdp.observations:base_lin_vel,critic,null,2026-06-03_08-20-14_s1_fromJun02_97598_vel10_hand8_cfg_16k_5k,null,base_lin_vel
null,coopG1S1,isaaclab.envs.mdp.observations:base_ang_vel,critic,null,2026-06-03_08-20-14_s1_fromJun02_97598_vel10_hand8_cfg_16k_5k,null,base_ang_vel
null,coopG1S1,isaaclab.envs.mdp.observations:projected_gravity,critic,null,2026-06-03_08-20-14_s1_fromJun02_97598_vel10_hand8_cfg_16k_5k,null,projected_gravity
null,coopG1S1,isaaclab.envs.mdp.observations:generated_commands,critic,null,2026-06-03_08-20-14_s1_fromJun02_97598_vel10_hand8_cfg_16k_5k,null,velocity_commands
null,coopG1S1,isaaclab.envs.mdp.observations:joint_pos_rel,critic,null,2026-06-03_08-20-14_s1_fromJun02_97598_vel10_hand8_cfg_16k_5k,null,joint_pos
null,coopG1S1,isaaclab.envs.mdp.observations:joint_vel_rel,critic,null,2026-06-03_08-20-14_s1_fromJun02_97598_vel10_hand8_cfg_16k_5k,null,joint_vel
null,coopG1S1,isaaclab.envs.mdp.observations:last_action,critic,null,2026-06-03_08-20-14_s1_fromJun02_97598_vel10_hand8_cfg_16k_5k,null,actions
null,coopG1S1,isaaclab.envs.mdp.observations:base_ang_vel,policy,"{""func"": ""isaaclab.utils.noise.noise_model:uniform_noise"", ""n_max"": 0.03, ""n_min"": -0.03, ""operation"": ""add""}",2026-06-04_10-10-45_s1_fromMay30_96000_feet_contact_orient_torso_16k_5k,null,base_ang_vel
null,coopG1S1,isaaclab.envs.mdp.observations:projected_gravity,policy,"{""func"": ""isaaclab.utils.noise.noise_model:uniform_noise"", ""n_max"": 0.03, ""n_min"": -0.03, ""operation"": ""add""}",2026-06-04_10-10-45_s1_fromMay30_96000_feet_contact_orient_torso_16k_5k,null,projected_gravity
null,coopG1S1,isaaclab.envs.mdp.observations:generated_commands,policy,null,2026-06-04_10-10-45_s1_fromMay30_96000_feet_contact_orient_torso_16k_5k,null,velocity_commands
null,coopG1S1,isaaclab.envs.mdp.observations:joint_pos_rel,policy,"{""func"": ""isaaclab.utils.noise.noise_model:uniform_noise"", ""n_max"": 0.01, ""n_min"": -0.01, ""operation"": ""add""}",2026-06-04_10-10-45_s1_fromMay30_96000_feet_contact_orient_torso_16k_5k,null,joint_pos
null,coopG1S1,isaaclab.envs.mdp.observations:joint_vel_rel,policy,"{""func"": ""isaaclab.utils.noise.noise_model:uniform_noise"", ""n_max"": 1.5, ""n_min"": -1.5, ""operation"": ""add""}",2026-06-04_10-10-45_s1_fromMay30_96000_feet_contact_orient_torso_16k_5k,null,joint_vel
null,coopG1S1,isaaclab.envs.mdp.observations:last_action,policy,null,2026-06-04_10-10-45_s1_fromMay30_96000_feet_contact_orient_torso_16k_5k,null,actions
null,coopG1S1,isaaclab.envs.mdp.observations:base_lin_vel,critic,null,2026-06-04_10-10-45_s1_fromMay30_96000_feet_contact_orient_torso_16k_5k,null,base_lin_vel
null,coopG1S1,isaaclab.envs.mdp.observations:base_ang_vel,critic,null,2026-06-04_10-10-45_s1_fromMay30_96000_feet_contact_orient_torso_16k_5k,null,base_ang_vel
null,coopG1S1,isaaclab.envs.mdp.observations:projected_gravity,critic,null,2026-06-04_10-10-45_s1_fromMay30_96000_feet_contact_orient_torso_16k_5k,null,projected_gravity
null,coopG1S1,isaaclab.envs.mdp.observations:generated_commands,critic,null,2026-06-04_10-10-45_s1_fromMay30_96000_feet_contact_orient_torso_16k_5k,null,velocity_commands
null,coopG1S1,isaaclab.envs.mdp.observations:joint_pos_rel,critic,null,2026-06-04_10-10-45_s1_fromMay30_96000_feet_contact_orient_torso_16k_5k,null,joint_pos
null,coopG1S1,isaaclab.envs.mdp.observations:joint_vel_rel,critic,null,2026-06-04_10-10-45_s1_fromMay30_96000_feet_contact_orient_torso_16k_5k,null,joint_vel
null,coopG1S1,isaaclab.envs.mdp.observations:last_action,critic,null,2026-06-04_10-10-45_s1_fromMay30_96000_feet_contact_orient_torso_16k_5k,null,actions
null,coopG1S1,isaaclab.envs.mdp.observations:base_ang_vel,policy,"{""func"": ""isaaclab.utils.noise.noise_model:uniform_noise"", ""n_max"": 0.03, ""n_min"": -0.03, ""operation"": ""add""}",2026-06-04_10-11-08_s1_fromJun02_101000_feet_contact_orient_torso_16k_5k,null,base_ang_vel
null,coopG1S1,isaaclab.envs.mdp.observations:projected_gravity,policy,"{""func"": ""isaaclab.utils.noise.noise_model:uniform_noise"", ""n_max"": 0.03, ""n_min"": -0.03, ""operation"": ""add""}",2026-06-04_10-11-08_s1_fromJun02_101000_feet_contact_orient_torso_16k_5k,null,projected_gravity
null,coopG1S1,isaaclab.envs.mdp.observations:generated_commands,policy,null,2026-06-04_10-11-08_s1_fromJun02_101000_feet_contact_orient_torso_16k_5k,null,velocity_commands
null,coopG1S1,isaaclab.envs.mdp.observations:joint_pos_rel,policy,"{""func"": ""isaaclab.utils.noise.noise_model:uniform_noise"", ""n_max"": 0.01, ""n_min"": -0.01, ""operation"": ""add""}",2026-06-04_10-11-08_s1_fromJun02_101000_feet_contact_orient_torso_16k_5k,null,joint_pos
null,coopG1S1,isaaclab.envs.mdp.observations:joint_vel_rel,policy,"{""func"": ""isaaclab.utils.noise.noise_model:uniform_noise"", ""n_max"": 1.5, ""n_min"": -1.5, ""operation"": ""add""}",2026-06-04_10-11-08_s1_fromJun02_101000_feet_contact_orient_torso_16k_5k,null,joint_vel
null,coopG1S1,isaaclab.envs.mdp.observations:last_action,policy,null,2026-06-04_10-11-08_s1_fromJun02_101000_feet_contact_orient_torso_16k_5k,null,actions
null,coopG1S1,isaaclab.envs.mdp.observations:base_lin_vel,critic,null,2026-06-04_10-11-08_s1_fromJun02_101000_feet_contact_orient_torso_16k_5k,null,base_lin_vel
null,coopG1S1,isaaclab.envs.mdp.observations:base_ang_vel,critic,null,2026-06-04_10-11-08_s1_fromJun02_101000_feet_contact_orient_torso_16k_5k,null,base_ang_vel
null,coopG1S1,isaaclab.envs.mdp.observations:projected_gravity,critic,null,2026-06-04_10-11-08_s1_fromJun02_101000_feet_contact_orient_torso_16k_5k,null,projected_gravity
null,coopG1S1,isaaclab.envs.mdp.observations:generated_commands,critic,null,2026-06-04_10-11-08_s1_fromJun02_101000_feet_contact_orient_torso_16k_5k,null,velocity_commands
null,coopG1S1,isaaclab.envs.mdp.observations:joint_pos_rel,critic,null,2026-06-04_10-11-08_s1_fromJun02_101000_feet_contact_orient_torso_16k_5k,null,joint_pos
null,coopG1S1,isaaclab.envs.mdp.observations:joint_vel_rel,critic,null,2026-06-04_10-11-08_s1_fromJun02_101000_feet_contact_orient_torso_16k_5k,null,joint_vel
null,coopG1S1,isaaclab.envs.mdp.observations:last_action,critic,null,2026-06-04_10-11-08_s1_fromJun02_101000_feet_contact_orient_torso_16k_5k,null,actions
null,coopG1S1,isaaclab.envs.mdp.observations:base_ang_vel,policy,"{""func"": ""isaaclab.utils.noise.noise_model:uniform_noise"", ""n_max"": 0.03, ""n_min"": -0.03, ""operation"": ""add""}",2026-06-06_13-45-42_s1_repair_from43000_hand4_yaw3_16k_5k,null,base_ang_vel
null,coopG1S1,isaaclab.envs.mdp.observations:projected_gravity,policy,"{""func"": ""isaaclab.utils.noise.noise_model:uniform_noise"", ""n_max"": 0.03, ""n_min"": -0.03, ""operation"": ""add""}",2026-06-06_13-45-42_s1_repair_from43000_hand4_yaw3_16k_5k,null,projected_gravity
null,coopG1S1,isaaclab.envs.mdp.observations:generated_commands,policy,null,2026-06-06_13-45-42_s1_repair_from43000_hand4_yaw3_16k_5k,null,velocity_commands
null,coopG1S1,isaaclab.envs.mdp.observations:joint_pos_rel,policy,"{""func"": ""isaaclab.utils.noise.noise_model:uniform_noise"", ""n_max"": 0.01, ""n_min"": -0.01, ""operation"": ""add""}",2026-06-06_13-45-42_s1_repair_from43000_hand4_yaw3_16k_5k,null,joint_pos
null,coopG1S1,isaaclab.envs.mdp.observations:joint_vel_rel,policy,"{""func"": ""isaaclab.utils.noise.noise_model:uniform_noise"", ""n_max"": 1.5, ""n_min"": -1.5, ""operation"": ""add""}",2026-06-06_13-45-42_s1_repair_from43000_hand4_yaw3_16k_5k,null,joint_vel
null,coopG1S1,isaaclab.envs.mdp.observations:last_action,policy,null,2026-06-06_13-45-42_s1_repair_from43000_hand4_yaw3_16k_5k,null,actions
null,coopG1S1,isaaclab.envs.mdp.observations:base_lin_vel,critic,null,2026-06-06_13-45-42_s1_repair_from43000_hand4_yaw3_16k_5k,null,base_lin_vel
null,coopG1S1,isaaclab.envs.mdp.observations:base_ang_vel,critic,null,2026-06-06_13-45-42_s1_repair_from43000_hand4_yaw3_16k_5k,null,base_ang_vel
null,coopG1S1,isaaclab.envs.mdp.observations:projected_gravity,critic,null,2026-06-06_13-45-42_s1_repair_from43000_hand4_yaw3_16k_5k,null,projected_gravity
null,coopG1S1,isaaclab.envs.mdp.observations:generated_commands,critic,null,2026-06-06_13-45-42_s1_repair_from43000_hand4_yaw3_16k_5k,null,velocity_commands
null,coopG1S1,isaaclab.envs.mdp.observations:joint_pos_rel,critic,null,2026-06-06_13-45-42_s1_repair_from43000_hand4_yaw3_16k_5k,null,joint_pos
null,coopG1S1,isaaclab.envs.mdp.observations:joint_vel_rel,critic,null,2026-06-06_13-45-42_s1_repair_from43000_hand4_yaw3_16k_5k,null,joint_vel
null,coopG1S1,isaaclab.envs.mdp.observations:last_action,critic,null,2026-06-06_13-45-42_s1_repair_from43000_hand4_yaw3_16k_5k,null,actions
null,coopG1S1,isaaclab.envs.mdp.observations:base_ang_vel,policy,"{""func"": ""isaaclab.utils.noise.noise_model:uniform_noise"", ""n_max"": 0.03, ""n_min"": -0.03, ""operation"": ""add""}",2026-06-06_19-19-37_s1_repair_from43000_hand4_yaw3_slide_clearance_16k_5k,null,base_ang_vel
null,coopG1S1,isaaclab.envs.mdp.observations:projected_gravity,policy,"{""func"": ""isaaclab.utils.noise.noise_model:uniform_noise"", ""n_max"": 0.03, ""n_min"": -0.03, ""operation"": ""add""}",2026-06-06_19-19-37_s1_repair_from43000_hand4_yaw3_slide_clearance_16k_5k,null,projected_gravity
null,coopG1S1,isaaclab.envs.mdp.observations:generated_commands,policy,null,2026-06-06_19-19-37_s1_repair_from43000_hand4_yaw3_slide_clearance_16k_5k,null,velocity_commands
null,coopG1S1,isaaclab.envs.mdp.observations:joint_pos_rel,policy,"{""func"": ""isaaclab.utils.noise.noise_model:uniform_noise"", ""n_max"": 0.01, ""n_min"": -0.01, ""operation"": ""add""}",2026-06-06_19-19-37_s1_repair_from43000_hand4_yaw3_slide_clearance_16k_5k,null,joint_pos
null,coopG1S1,isaaclab.envs.mdp.observations:joint_vel_rel,policy,"{""func"": ""isaaclab.utils.noise.noise_model:uniform_noise"", ""n_max"": 1.5, ""n_min"": -1.5, ""operation"": ""add""}",2026-06-06_19-19-37_s1_repair_from43000_hand4_yaw3_slide_clearance_16k_5k,null,joint_vel
null,coopG1S1,isaaclab.envs.mdp.observations:last_action,policy,null,2026-06-06_19-19-37_s1_repair_from43000_hand4_yaw3_slide_clearance_16k_5k,null,actions
null,coopG1S1,isaaclab.envs.mdp.observations:base_lin_vel,critic,null,2026-06-06_19-19-37_s1_repair_from43000_hand4_yaw3_slide_clearance_16k_5k,null,base_lin_vel
null,coopG1S1,isaaclab.envs.mdp.observations:base_ang_vel,critic,null,2026-06-06_19-19-37_s1_repair_from43000_hand4_yaw3_slide_clearance_16k_5k,null,base_ang_vel
null,coopG1S1,isaaclab.envs.mdp.observations:projected_gravity,critic,null,2026-06-06_19-19-37_s1_repair_from43000_hand4_yaw3_slide_clearance_16k_5k,null,projected_gravity
null,coopG1S1,isaaclab.envs.mdp.observations:generated_commands,critic,null,2026-06-06_19-19-37_s1_repair_from43000_hand4_yaw3_slide_clearance_16k_5k,null,velocity_commands
null,coopG1S1,isaaclab.envs.mdp.observations:joint_pos_rel,critic,null,2026-06-06_19-19-37_s1_repair_from43000_hand4_yaw3_slide_clearance_16k_5k,null,joint_pos
null,coopG1S1,isaaclab.envs.mdp.observations:joint_vel_rel,critic,null,2026-06-06_19-19-37_s1_repair_from43000_hand4_yaw3_slide_clearance_16k_5k,null,joint_vel
null,coopG1S1,isaaclab.envs.mdp.observations:last_action,critic,null,2026-06-06_19-19-37_s1_repair_from43000_hand4_yaw3_slide_clearance_16k_5k,null,actions
null,coopG1S1,isaaclab.envs.mdp.observations:base_ang_vel,policy,"{""func"": ""isaaclab.utils.noise.noise_model:uniform_noise"", ""n_max"": 0.03, ""n_min"": -0.03, ""operation"": ""add""}",2026-06-07_12-11-26_s1_from43000_vel1_ang15_height1_hand2_16k_5k,null,base_ang_vel
null,coopG1S1,isaaclab.envs.mdp.observations:projected_gravity,policy,"{""func"": ""isaaclab.utils.noise.noise_model:uniform_noise"", ""n_max"": 0.03, ""n_min"": -0.03, ""operation"": ""add""}",2026-06-07_12-11-26_s1_from43000_vel1_ang15_height1_hand2_16k_5k,null,projected_gravity
null,coopG1S1,isaaclab.envs.mdp.observations:generated_commands,policy,null,2026-06-07_12-11-26_s1_from43000_vel1_ang15_height1_hand2_16k_5k,null,velocity_commands
null,coopG1S1,isaaclab.envs.mdp.observations:joint_pos_rel,policy,"{""func"": ""isaaclab.utils.noise.noise_model:uniform_noise"", ""n_max"": 0.01, ""n_min"": -0.01, ""operation"": ""add""}",2026-06-07_12-11-26_s1_from43000_vel1_ang15_height1_hand2_16k_5k,null,joint_pos
null,coopG1S1,isaaclab.envs.mdp.observations:joint_vel_rel,policy,"{""func"": ""isaaclab.utils.noise.noise_model:uniform_noise"", ""n_max"": 1.5, ""n_min"": -1.5, ""operation"": ""add""}",2026-06-07_12-11-26_s1_from43000_vel1_ang15_height1_hand2_16k_5k,null,joint_vel
null,coopG1S1,isaaclab.envs.mdp.observations:last_action,policy,null,2026-06-07_12-11-26_s1_from43000_vel1_ang15_height1_hand2_16k_5k,null,actions
null,coopG1S1,isaaclab.envs.mdp.observations:base_lin_vel,critic,null,2026-06-07_12-11-26_s1_from43000_vel1_ang15_height1_hand2_16k_5k,null,base_lin_vel
null,coopG1S1,isaaclab.envs.mdp.observations:base_ang_vel,critic,null,2026-06-07_12-11-26_s1_from43000_vel1_ang15_height1_hand2_16k_5k,null,base_ang_vel
null,coopG1S1,isaaclab.envs.mdp.observations:projected_gravity,critic,null,2026-06-07_12-11-26_s1_from43000_vel1_ang15_height1_hand2_16k_5k,null,projected_gravity
null,coopG1S1,isaaclab.envs.mdp.observations:generated_commands,critic,null,2026-06-07_12-11-26_s1_from43000_vel1_ang15_height1_hand2_16k_5k,null,velocity_commands
null,coopG1S1,isaaclab.envs.mdp.observations:joint_pos_rel,critic,null,2026-06-07_12-11-26_s1_from43000_vel1_ang15_height1_hand2_16k_5k,null,joint_pos
null,coopG1S1,isaaclab.envs.mdp.observations:joint_vel_rel,critic,null,2026-06-07_12-11-26_s1_from43000_vel1_ang15_height1_hand2_16k_5k,null,joint_vel
null,coopG1S1,isaaclab.envs.mdp.observations:last_action,critic,null,2026-06-07_12-11-26_s1_from43000_vel1_ang15_height1_hand2_16k_5k,null,actions
null,coopG1S1,isaaclab.envs.mdp.observations:base_ang_vel,policy,"{""func"": ""isaaclab.utils.noise.noise_model:uniform_noise"", ""n_max"": 0.03, ""n_min"": -0.03, ""operation"": ""add""}",2026-06-07_23-42-38_s1_scratch_hand_pose_feet_default_16k_50k,null,base_ang_vel
null,coopG1S1,isaaclab.envs.mdp.observations:projected_gravity,policy,"{""func"": ""isaaclab.utils.noise.noise_model:uniform_noise"", ""n_max"": 0.03, ""n_min"": -0.03, ""operation"": ""add""}",2026-06-07_23-42-38_s1_scratch_hand_pose_feet_default_16k_50k,null,projected_gravity
null,coopG1S1,isaaclab.envs.mdp.observations:generated_commands,policy,null,2026-06-07_23-42-38_s1_scratch_hand_pose_feet_default_16k_50k,null,velocity_commands
null,coopG1S1,isaaclab.envs.mdp.observations:joint_pos_rel,policy,"{""func"": ""isaaclab.utils.noise.noise_model:uniform_noise"", ""n_max"": 0.01, ""n_min"": -0.01, ""operation"": ""add""}",2026-06-07_23-42-38_s1_scratch_hand_pose_feet_default_16k_50k,null,joint_pos
null,coopG1S1,isaaclab.envs.mdp.observations:joint_vel_rel,policy,"{""func"": ""isaaclab.utils.noise.noise_model:uniform_noise"", ""n_max"": 1.5, ""n_min"": -1.5, ""operation"": ""add""}",2026-06-07_23-42-38_s1_scratch_hand_pose_feet_default_16k_50k,null,joint_vel
null,coopG1S1,isaaclab.envs.mdp.observations:last_action,policy,null,2026-06-07_23-42-38_s1_scratch_hand_pose_feet_default_16k_50k,null,actions
null,coopG1S1,isaaclab.envs.mdp.observations:base_lin_vel,critic,null,2026-06-07_23-42-38_s1_scratch_hand_pose_feet_default_16k_50k,null,base_lin_vel
null,coopG1S1,isaaclab.envs.mdp.observations:base_ang_vel,critic,null,2026-06-07_23-42-38_s1_scratch_hand_pose_feet_default_16k_50k,null,base_ang_vel
null,coopG1S1,isaaclab.envs.mdp.observations:projected_gravity,critic,null,2026-06-07_23-42-38_s1_scratch_hand_pose_feet_default_16k_50k,null,projected_gravity
null,coopG1S1,isaaclab.envs.mdp.observations:generated_commands,critic,null,2026-06-07_23-42-38_s1_scratch_hand_pose_feet_default_16k_50k,null,velocity_commands
null,coopG1S1,isaaclab.envs.mdp.observations:joint_pos_rel,critic,null,2026-06-07_23-42-38_s1_scratch_hand_pose_feet_default_16k_50k,null,joint_pos
null,coopG1S1,isaaclab.envs.mdp.observations:joint_vel_rel,critic,null,2026-06-07_23-42-38_s1_scratch_hand_pose_feet_default_16k_50k,null,joint_vel
null,coopG1S1,isaaclab.envs.mdp.observations:last_action,critic,null,2026-06-07_23-42-38_s1_scratch_hand_pose_feet_default_16k_50k,null,actions
null,coopG1S1,isaaclab.envs.mdp.observations:base_ang_vel,policy,"{""func"": ""isaaclab.utils.noise.noise_model:uniform_noise"", ""n_max"": 0.03, ""n_min"": -0.03, ""operation"": ""add""}",2026-06-08_10-54-15_s1_resume3000_forward_no_heading_vel3_std035_no_clearance_term06_16k_50k,null,base_ang_vel
null,coopG1S1,isaaclab.envs.mdp.observations:projected_gravity,policy,"{""func"": ""isaaclab.utils.noise.noise_model:uniform_noise"", ""n_max"": 0.03, ""n_min"": -0.03, ""operation"": ""add""}",2026-06-08_10-54-15_s1_resume3000_forward_no_heading_vel3_std035_no_clearance_term06_16k_50k,null,projected_gravity
null,coopG1S1,isaaclab.envs.mdp.observations:generated_commands,policy,null,2026-06-08_10-54-15_s1_resume3000_forward_no_heading_vel3_std035_no_clearance_term06_16k_50k,null,velocity_commands
null,coopG1S1,isaaclab.envs.mdp.observations:joint_pos_rel,policy,"{""func"": ""isaaclab.utils.noise.noise_model:uniform_noise"", ""n_max"": 0.01, ""n_min"": -0.01, ""operation"": ""add""}",2026-06-08_10-54-15_s1_resume3000_forward_no_heading_vel3_std035_no_clearance_term06_16k_50k,null,joint_pos
null,coopG1S1,isaaclab.envs.mdp.observations:joint_vel_rel,policy,"{""func"": ""isaaclab.utils.noise.noise_model:uniform_noise"", ""n_max"": 1.5, ""n_min"": -1.5, ""operation"": ""add""}",2026-06-08_10-54-15_s1_resume3000_forward_no_heading_vel3_std035_no_clearance_term06_16k_50k,null,joint_vel
null,coopG1S1,isaaclab.envs.mdp.observations:last_action,policy,null,2026-06-08_10-54-15_s1_resume3000_forward_no_heading_vel3_std035_no_clearance_term06_16k_50k,null,actions
null,coopG1S1,isaaclab.envs.mdp.observations:base_lin_vel,critic,null,2026-06-08_10-54-15_s1_resume3000_forward_no_heading_vel3_std035_no_clearance_term06_16k_50k,null,base_lin_vel
null,coopG1S1,isaaclab.envs.mdp.observations:base_ang_vel,critic,null,2026-06-08_10-54-15_s1_resume3000_forward_no_heading_vel3_std035_no_clearance_term06_16k_50k,null,base_ang_vel
null,coopG1S1,isaaclab.envs.mdp.observations:projected_gravity,critic,null,2026-06-08_10-54-15_s1_resume3000_forward_no_heading_vel3_std035_no_clearance_term06_16k_50k,null,projected_gravity
null,coopG1S1,isaaclab.envs.mdp.observations:generated_commands,critic,null,2026-06-08_10-54-15_s1_resume3000_forward_no_heading_vel3_std035_no_clearance_term06_16k_50k,null,velocity_commands
null,coopG1S1,isaaclab.envs.mdp.observations:joint_pos_rel,critic,null,2026-06-08_10-54-15_s1_resume3000_forward_no_heading_vel3_std035_no_clearance_term06_16k_50k,null,joint_pos
null,coopG1S1,isaaclab.envs.mdp.observations:joint_vel_rel,critic,null,2026-06-08_10-54-15_s1_resume3000_forward_no_heading_vel3_std035_no_clearance_term06_16k_50k,null,joint_vel
null,coopG1S1,isaaclab.envs.mdp.observations:last_action,critic,null,2026-06-08_10-54-15_s1_resume3000_forward_no_heading_vel3_std035_no_clearance_term06_16k_50k,null,actions
null,coopG1S1,isaaclab.envs.mdp.observations:base_ang_vel,policy,"{""func"": ""isaaclab.utils.noise.noise_model:uniform_noise"", ""n_max"": 0.03, ""n_min"": -0.03, ""operation"": ""add""}",2026-06-08_15-10-20_s1_scratch_forward_footdist_airtime_16k_50k,null,base_ang_vel
null,coopG1S1,isaaclab.envs.mdp.observations:projected_gravity,policy,"{""func"": ""isaaclab.utils.noise.noise_model:uniform_noise"", ""n_max"": 0.03, ""n_min"": -0.03, ""operation"": ""add""}",2026-06-08_15-10-20_s1_scratch_forward_footdist_airtime_16k_50k,null,projected_gravity
null,coopG1S1,isaaclab.envs.mdp.observations:generated_commands,policy,null,2026-06-08_15-10-20_s1_scratch_forward_footdist_airtime_16k_50k,null,velocity_commands
null,coopG1S1,isaaclab.envs.mdp.observations:joint_pos_rel,policy,"{""func"": ""isaaclab.utils.noise.noise_model:uniform_noise"", ""n_max"": 0.01, ""n_min"": -0.01, ""operation"": ""add""}",2026-06-08_15-10-20_s1_scratch_forward_footdist_airtime_16k_50k,null,joint_pos
null,coopG1S1,isaaclab.envs.mdp.observations:joint_vel_rel,policy,"{""func"": ""isaaclab.utils.noise.noise_model:uniform_noise"", ""n_max"": 1.5, ""n_min"": -1.5, ""operation"": ""add""}",2026-06-08_15-10-20_s1_scratch_forward_footdist_airtime_16k_50k,null,joint_vel
null,coopG1S1,isaaclab.envs.mdp.observations:last_action,policy,null,2026-06-08_15-10-20_s1_scratch_forward_footdist_airtime_16k_50k,null,actions
null,coopG1S1,isaaclab.envs.mdp.observations:base_lin_vel,critic,null,2026-06-08_15-10-20_s1_scratch_forward_footdist_airtime_16k_50k,null,base_lin_vel
null,coopG1S1,isaaclab.envs.mdp.observations:base_ang_vel,critic,null,2026-06-08_15-10-20_s1_scratch_forward_footdist_airtime_16k_50k,null,base_ang_vel
null,coopG1S1,isaaclab.envs.mdp.observations:projected_gravity,critic,null,2026-06-08_15-10-20_s1_scratch_forward_footdist_airtime_16k_50k,null,projected_gravity
null,coopG1S1,isaaclab.envs.mdp.observations:generated_commands,critic,null,2026-06-08_15-10-20_s1_scratch_forward_footdist_airtime_16k_50k,null,velocity_commands
null,coopG1S1,isaaclab.envs.mdp.observations:joint_pos_rel,critic,null,2026-06-08_15-10-20_s1_scratch_forward_footdist_airtime_16k_50k,null,joint_pos
null,coopG1S1,isaaclab.envs.mdp.observations:joint_vel_rel,critic,null,2026-06-08_15-10-20_s1_scratch_forward_footdist_airtime_16k_50k,null,joint_vel
null,coopG1S1,isaaclab.envs.mdp.observations:last_action,critic,null,2026-06-08_15-10-20_s1_scratch_forward_footdist_airtime_16k_50k,null,actions
null,coopG1S1,isaaclab.envs.mdp.observations:base_ang_vel,policy,"{""func"": ""isaaclab.utils.noise.noise_model:uniform_noise"", ""n_max"": 0.03, ""n_min"": -0.03, ""operation"": ""add""}",2026-06-08_15-11-10_s1_resume3000_forward_footdist_airtime_16k_50k,null,base_ang_vel
null,coopG1S1,isaaclab.envs.mdp.observations:projected_gravity,policy,"{""func"": ""isaaclab.utils.noise.noise_model:uniform_noise"", ""n_max"": 0.03, ""n_min"": -0.03, ""operation"": ""add""}",2026-06-08_15-11-10_s1_resume3000_forward_footdist_airtime_16k_50k,null,projected_gravity
null,coopG1S1,isaaclab.envs.mdp.observations:generated_commands,policy,null,2026-06-08_15-11-10_s1_resume3000_forward_footdist_airtime_16k_50k,null,velocity_commands
null,coopG1S1,isaaclab.envs.mdp.observations:joint_pos_rel,policy,"{""func"": ""isaaclab.utils.noise.noise_model:uniform_noise"", ""n_max"": 0.01, ""n_min"": -0.01, ""operation"": ""add""}",2026-06-08_15-11-10_s1_resume3000_forward_footdist_airtime_16k_50k,null,joint_pos
null,coopG1S1,isaaclab.envs.mdp.observations:joint_vel_rel,policy,"{""func"": ""isaaclab.utils.noise.noise_model:uniform_noise"", ""n_max"": 1.5, ""n_min"": -1.5, ""operation"": ""add""}",2026-06-08_15-11-10_s1_resume3000_forward_footdist_airtime_16k_50k,null,joint_vel
null,coopG1S1,isaaclab.envs.mdp.observations:last_action,policy,null,2026-06-08_15-11-10_s1_resume3000_forward_footdist_airtime_16k_50k,null,actions
null,coopG1S1,isaaclab.envs.mdp.observations:base_lin_vel,critic,null,2026-06-08_15-11-10_s1_resume3000_forward_footdist_airtime_16k_50k,null,base_lin_vel
null,coopG1S1,isaaclab.envs.mdp.observations:base_ang_vel,critic,null,2026-06-08_15-11-10_s1_resume3000_forward_footdist_airtime_16k_50k,null,base_ang_vel
null,coopG1S1,isaaclab.envs.mdp.observations:projected_gravity,critic,null,2026-06-08_15-11-10_s1_resume3000_forward_footdist_airtime_16k_50k,null,projected_gravity
null,coopG1S1,isaaclab.envs.mdp.observations:generated_commands,critic,null,2026-06-08_15-11-10_s1_resume3000_forward_footdist_airtime_16k_50k,null,velocity_commands
null,coopG1S1,isaaclab.envs.mdp.observations:joint_pos_rel,critic,null,2026-06-08_15-11-10_s1_resume3000_forward_footdist_airtime_16k_50k,null,joint_pos
null,coopG1S1,isaaclab.envs.mdp.observations:joint_vel_rel,critic,null,2026-06-08_15-11-10_s1_resume3000_forward_footdist_airtime_16k_50k,null,joint_vel
null,coopG1S1,isaaclab.envs.mdp.observations:last_action,critic,null,2026-06-08_15-11-10_s1_resume3000_forward_footdist_airtime_16k_50k,null,actions
null,coopG1S1,isaaclab.envs.mdp.observations:generated_commands,policy,null,2026-06-09_11-43-07_s1_scratch_gait_bodyyaw_holdbox_16k_50k,null,gait_commands
