clip,experiment,func,group,noise,run,scale,term
null,coopG1S1,isaaclab.envs.mdp.observations:base_ang_vel,policy,"{""func"": ""isaaclab.utils.noise.noise_model:uniform_noise"", ""n_max"": 0.03, ""n_min"": -0.03, ""operation"": ""add""}",2026-06-14_12-54-15_s1_from7999_hand4_rp_plus04_16k_50k,null,base_ang_vel
null,coopG1S1,isaaclab.envs.mdp.observations:projected_gravity,policy,"{""func"": ""isaaclab.utils.noise.noise_model:uniform_noise"", ""n_max"": 0.03, ""n_min"": -0.03, ""operation"": ""add""}",2026-06-14_12-54-15_s1_from7999_hand4_rp_plus04_16k_50k,null,projected_gravity
null,coopG1S1,isaaclab.envs.mdp.observations:generated_commands,policy,null,2026-06-14_12-54-15_s1_from7999_hand4_rp_plus04_16k_50k,null,velocity_commands
null,coopG1S1,isaaclab.envs.mdp.observations:joint_pos_rel,policy,"{""func"": ""isaaclab.utils.noise.noise_model:uniform_noise"", ""n_max"": 0.01, ""n_min"": -0.01, ""operation"": ""add""}",2026-06-14_12-54-15_s1_from7999_hand4_rp_plus04_16k_50k,null,joint_pos
null,coopG1S1,isaaclab.envs.mdp.observations:joint_vel_rel,policy,"{""func"": ""isaaclab.utils.noise.noise_model:uniform_noise"", ""n_max"": 1.5, ""n_min"": -1.5, ""operation"": ""add""}",2026-06-14_12-54-15_s1_from7999_hand4_rp_plus04_16k_50k,null,joint_vel
null,coopG1S1,isaaclab.envs.mdp.observations:last_action,policy,null,2026-06-14_12-54-15_s1_from7999_hand4_rp_plus04_16k_50k,null,actions
null,coopG1S1,isaaclab.envs.mdp.observations:generated_commands,critic,null,2026-06-14_12-54-15_s1_from7999_hand4_rp_plus04_16k_50k,null,gait_commands
null,coopG1S1,isaaclab.envs.mdp.observations:base_lin_vel,critic,null,2026-06-14_12-54-15_s1_from7999_hand4_rp_plus04_16k_50k,null,base_lin_vel
null,coopG1S1,isaaclab.envs.mdp.observations:base_ang_vel,critic,null,2026-06-14_12-54-15_s1_from7999_hand4_rp_plus04_16k_50k,null,base_ang_vel
null,coopG1S1,isaaclab.envs.mdp.observations:projected_gravity,critic,null,2026-06-14_12-54-15_s1_from7999_hand4_rp_plus04_16k_50k,null,projected_gravity
null,coopG1S1,isaaclab.envs.mdp.observations:generated_commands,critic,null,2026-06-14_12-54-15_s1_from7999_hand4_rp_plus04_16k_50k,null,velocity_commands
null,coopG1S1,isaaclab.envs.mdp.observations:joint_pos_rel,critic,null,2026-06-14_12-54-15_s1_from7999_hand4_rp_plus04_16k_50k,null,joint_pos
null,coopG1S1,isaaclab.envs.mdp.observations:joint_vel_rel,critic,null,2026-06-14_12-54-15_s1_from7999_hand4_rp_plus04_16k_50k,null,joint_vel
null,coopG1S1,isaaclab.envs.mdp.observations:last_action,critic,null,2026-06-14_12-54-15_s1_from7999_hand4_rp_plus04_16k_50k,null,actions
null,coopG1S1,isaaclab.envs.mdp.observations:generated_commands,policy,null,2026-06-14_21-51-53_s1_from2026-06-10_17-12-2712998,null,gait_commands
null,coopG1S1,isaaclab.envs.mdp.observations:base_ang_vel,policy,"{""func"": ""isaaclab.utils.noise.noise_model:uniform_noise"", ""n_max"": 0.03, ""n_min"": -0.03, ""operation"": ""add""}",2026-06-14_21-51-53_s1_from2026-06-10_17-12-2712998,null,base_ang_vel
null,coopG1S1,isaaclab.envs.mdp.observations:projected_gravity,policy,"{""func"": ""isaaclab.utils.noise.noise_model:uniform_noise"", ""n_max"": 0.03, ""n_min"": -0.03, ""operation"": ""add""}",2026-06-14_21-51-53_s1_from2026-06-10_17-12-2712998,null,projected_gravity
null,coopG1S1,isaaclab.envs.mdp.observations:generated_commands,policy,null,2026-06-14_21-51-53_s1_from2026-06-10_17-12-2712998,null,velocity_commands
null,coopG1S1,isaaclab.envs.mdp.observations:joint_pos_rel,policy,"{""func"": ""isaaclab.utils.noise.noise_model:uniform_noise"", ""n_max"": 0.01, ""n_min"": -0.01, ""operation"": ""add""}",2026-06-14_21-51-53_s1_from2026-06-10_17-12-2712998,null,joint_pos
null,coopG1S1,isaaclab.envs.mdp.observations:joint_vel_rel,policy,"{""func"": ""isaaclab.utils.noise.noise_model:uniform_noise"", ""n_max"": 1.5, ""n_min"": -1.5, ""operation"": ""add""}",2026-06-14_21-51-53_s1_from2026-06-10_17-12-2712998,null,joint_vel
null,coopG1S1,isaaclab.envs.mdp.observations:last_action,policy,null,2026-06-14_21-51-53_s1_from2026-06-10_17-12-2712998,null,actions
null,coopG1S1,isaaclab.envs.mdp.observations:generated_commands,critic,null,2026-06-14_21-51-53_s1_from2026-06-10_17-12-2712998,null,gait_commands
null,coopG1S1,isaaclab.envs.mdp.observations:base_lin_vel,critic,null,2026-06-14_21-51-53_s1_from2026-06-10_17-12-2712998,null,base_lin_vel
null,coopG1S1,isaaclab.envs.mdp.observations:base_ang_vel,critic,null,2026-06-14_21-51-53_s1_from2026-06-10_17-12-2712998,null,base_ang_vel
null,coopG1S1,isaaclab.envs.mdp.observations:projected_gravity,critic,null,2026-06-14_21-51-53_s1_from2026-06-10_17-12-2712998,null,projected_gravity
null,coopG1S1,isaaclab.envs.mdp.observations:generated_commands,critic,null,2026-06-14_21-51-53_s1_from2026-06-10_17-12-2712998,null,velocity_commands
null,coopG1S1,isaaclab.envs.mdp.observations:joint_pos_rel,critic,null,2026-06-14_21-51-53_s1_from2026-06-10_17-12-2712998,null,joint_pos
null,coopG1S1,isaaclab.envs.mdp.observations:joint_vel_rel,critic,null,2026-06-14_21-51-53_s1_from2026-06-10_17-12-2712998,null,joint_vel
null,coopG1S1,isaaclab.envs.mdp.observations:last_action,critic,null,2026-06-14_21-51-53_s1_from2026-06-10_17-12-2712998,null,actions
null,coopG1S1,isaaclab.envs.mdp.observations:generated_commands,policy,null,2026-06-14_21-52-04_s1_from2026-06-10_07-38-467999,null,gait_commands
null,coopG1S1,isaaclab.envs.mdp.observations:base_ang_vel,policy,"{""func"": ""isaaclab.utils.noise.noise_model:uniform_noise"", ""n_max"": 0.03, ""n_min"": -0.03, ""operation"": ""add""}",2026-06-14_21-52-04_s1_from2026-06-10_07-38-467999,null,base_ang_vel
null,coopG1S1,isaaclab.envs.mdp.observations:projected_gravity,policy,"{""func"": ""isaaclab.utils.noise.noise_model:uniform_noise"", ""n_max"": 0.03, ""n_min"": -0.03, ""operation"": ""add""}",2026-06-14_21-52-04_s1_from2026-06-10_07-38-467999,null,projected_gravity
null,coopG1S1,isaaclab.envs.mdp.observations:generated_commands,policy,null,2026-06-14_21-52-04_s1_from2026-06-10_07-38-467999,null,velocity_commands
null,coopG1S1,isaaclab.envs.mdp.observations:joint_pos_rel,policy,"{""func"": ""isaaclab.utils.noise.noise_model:uniform_noise"", ""n_max"": 0.01, ""n_min"": -0.01, ""operation"": ""add""}",2026-06-14_21-52-04_s1_from2026-06-10_07-38-467999,null,joint_pos
null,coopG1S1,isaaclab.envs.mdp.observations:joint_vel_rel,policy,"{""func"": ""isaaclab.utils.noise.noise_model:uniform_noise"", ""n_max"": 1.5, ""n_min"": -1.5, ""operation"": ""add""}",2026-06-14_21-52-04_s1_from2026-06-10_07-38-467999,null,joint_vel
null,coopG1S1,isaaclab.envs.mdp.observations:last_action,policy,null,2026-06-14_21-52-04_s1_from2026-06-10_07-38-467999,null,actions
null,coopG1S1,isaaclab.envs.mdp.observations:generated_commands,critic,null,2026-06-14_21-52-04_s1_from2026-06-10_07-38-467999,null,gait_commands
null,coopG1S1,isaaclab.envs.mdp.observations:base_lin_vel,critic,null,2026-06-14_21-52-04_s1_from2026-06-10_07-38-467999,null,base_lin_vel
null,coopG1S1,isaaclab.envs.mdp.observations:base_ang_vel,critic,null,2026-06-14_21-52-04_s1_from2026-06-10_07-38-467999,null,base_ang_vel
null,coopG1S1,isaaclab.envs.mdp.observations:projected_gravity,critic,null,2026-06-14_21-52-04_s1_from2026-06-10_07-38-467999,null,projected_gravity
null,coopG1S1,isaaclab.envs.mdp.observations:generated_commands,critic,null,2026-06-14_21-52-04_s1_from2026-06-10_07-38-467999,null,velocity_commands
null,coopG1S1,isaaclab.envs.mdp.observations:joint_pos_rel,critic,null,2026-06-14_21-52-04_s1_from2026-06-10_07-38-467999,null,joint_pos
null,coopG1S1,isaaclab.envs.mdp.observations:joint_vel_rel,critic,null,2026-06-14_21-52-04_s1_from2026-06-10_07-38-467999,null,joint_vel
null,coopG1S1,isaaclab.envs.mdp.observations:last_action,critic,null,2026-06-14_21-52-04_s1_from2026-06-10_07-38-467999,null,actions
null,coopG1S1,isaaclab.envs.mdp.observations:generated_commands,policy,null,2026-06-20_22-30-57_s1_base_velocity_scratch,null,gait_commands
null,coopG1S1,isaaclab.envs.mdp.observations:base_ang_vel,policy,"{""func"": ""isaaclab.utils.noise.noise_model:uniform_noise"", ""n_max"": 0.03, ""n_min"": -0.03, ""operation"": ""add""}",2026-06-20_22-30-57_s1_base_velocity_scratch,null,base_ang_vel
null,coopG1S1,isaaclab.envs.mdp.observations:projected_gravity,policy,"{""func"": ""isaaclab.utils.noise.noise_model:uniform_noise"", ""n_max"": 0.03, ""n_min"": -0.03, ""operation"": ""add""}",2026-06-20_22-30-57_s1_base_velocity_scratch,null,projected_gravity
null,coopG1S1,isaaclab.envs.mdp.observations:generated_commands,policy,null,2026-06-20_22-30-57_s1_base_velocity_scratch,null,velocity_commands
null,coopG1S1,isaaclab.envs.mdp.observations:joint_pos_rel,policy,"{""func"": ""isaaclab.utils.noise.noise_model:uniform_noise"", ""n_max"": 0.01, ""n_min"": -0.01, ""operation"": ""add""}",2026-06-20_22-30-57_s1_base_velocity_scratch,null,joint_pos
null,coopG1S1,isaaclab.envs.mdp.observations:joint_vel_rel,policy,"{""func"": ""isaaclab.utils.noise.noise_model:uniform_noise"", ""n_max"": 1.5, ""n_min"": -1.5, ""operation"": ""add""}",2026-06-20_22-30-57_s1_base_velocity_scratch,null,joint_vel
null,coopG1S1,isaaclab.envs.mdp.observations:last_action,policy,null,2026-06-20_22-30-57_s1_base_velocity_scratch,null,actions
null,coopG1S1,isaaclab.envs.mdp.observations:base_lin_vel,policy,"{""func"": ""isaaclab.utils.noise.noise_model:uniform_noise"", ""n_max"": 0.03, ""n_min"": -0.03, ""operation"": ""add""}",2026-06-20_22-30-57_s1_base_velocity_scratch,null,base_lin_vel
null,coopG1S1,isaaclab.envs.mdp.observations:generated_commands,critic,null,2026-06-20_22-30-57_s1_base_velocity_scratch,null,gait_commands
null,coopG1S1,isaaclab.envs.mdp.observations:base_lin_vel,critic,null,2026-06-20_22-30-57_s1_base_velocity_scratch,null,base_lin_vel
null,coopG1S1,isaaclab.envs.mdp.observations:base_ang_vel,critic,null,2026-06-20_22-30-57_s1_base_velocity_scratch,null,base_ang_vel
null,coopG1S1,isaaclab.envs.mdp.observations:projected_gravity,critic,null,2026-06-20_22-30-57_s1_base_velocity_scratch,null,projected_gravity
null,coopG1S1,isaaclab.envs.mdp.observations:generated_commands,critic,null,2026-06-20_22-30-57_s1_base_velocity_scratch,null,velocity_commands
null,coopG1S1,isaaclab.envs.mdp.observations:joint_pos_rel,critic,null,2026-06-20_22-30-57_s1_base_velocity_scratch,null,joint_pos
null,coopG1S1,isaaclab.envs.mdp.observations:joint_vel_rel,critic,null,2026-06-20_22-30-57_s1_base_velocity_scratch,null,joint_vel
null,coopG1S1,isaaclab.envs.mdp.observations:last_action,critic,null,2026-06-20_22-30-57_s1_base_velocity_scratch,null,actions
null,coopG1S1,isaaclab.envs.mdp.observations:generated_commands,policy,null,2026-06-21_02-23-53_s1_base_velocity_scratch_16k_10k,null,gait_commands
null,coopG1S1,isaaclab.envs.mdp.observations:base_ang_vel,policy,"{""func"": ""isaaclab.utils.noise.noise_model:uniform_noise"", ""n_max"": 0.03, ""n_min"": -0.03, ""operation"": ""add""}",2026-06-21_02-23-53_s1_base_velocity_scratch_16k_10k,null,base_ang_vel
null,coopG1S1,isaaclab.envs.mdp.observations:projected_gravity,policy,"{""func"": ""isaaclab.utils.noise.noise_model:uniform_noise"", ""n_max"": 0.03, ""n_min"": -0.03, ""operation"": ""add""}",2026-06-21_02-23-53_s1_base_velocity_scratch_16k_10k,null,projected_gravity
null,coopG1S1,isaaclab.envs.mdp.observations:generated_commands,policy,null,2026-06-21_02-23-53_s1_base_velocity_scratch_16k_10k,null,velocity_commands
null,coopG1S1,isaaclab.envs.mdp.observations:joint_pos_rel,policy,"{""func"": ""isaaclab.utils.noise.noise_model:uniform_noise"", ""n_max"": 0.01, ""n_min"": -0.01, ""operation"": ""add""}",2026-06-21_02-23-53_s1_base_velocity_scratch_16k_10k,null,joint_pos
null,coopG1S1,isaaclab.envs.mdp.observations:joint_vel_rel,policy,"{""func"": ""isaaclab.utils.noise.noise_model:uniform_noise"", ""n_max"": 1.5, ""n_min"": -1.5, ""operation"": ""add""}",2026-06-21_02-23-53_s1_base_velocity_scratch_16k_10k,null,joint_vel
null,coopG1S1,isaaclab.envs.mdp.observations:last_action,policy,null,2026-06-21_02-23-53_s1_base_velocity_scratch_16k_10k,null,actions
null,coopG1S1,isaaclab.envs.mdp.observations:base_lin_vel,policy,"{""func"": ""isaaclab.utils.noise.noise_model:uniform_noise"", ""n_max"": 0.03, ""n_min"": -0.03, ""operation"": ""add""}",2026-06-21_02-23-53_s1_base_velocity_scratch_16k_10k,null,base_lin_vel
null,coopG1S1,isaaclab.envs.mdp.observations:generated_commands,critic,null,2026-06-21_02-23-53_s1_base_velocity_scratch_16k_10k,null,gait_commands
null,coopG1S1,isaaclab.envs.mdp.observations:base_lin_vel,critic,null,2026-06-21_02-23-53_s1_base_velocity_scratch_16k_10k,null,base_lin_vel
null,coopG1S1,isaaclab.envs.mdp.observations:base_ang_vel,critic,null,2026-06-21_02-23-53_s1_base_velocity_scratch_16k_10k,null,base_ang_vel
null,coopG1S1,isaaclab.envs.mdp.observations:projected_gravity,critic,null,2026-06-21_02-23-53_s1_base_velocity_scratch_16k_10k,null,projected_gravity
null,coopG1S1,isaaclab.envs.mdp.observations:generated_commands,critic,null,2026-06-21_02-23-53_s1_base_velocity_scratch_16k_10k,null,velocity_commands
null,coopG1S1,isaaclab.envs.mdp.observations:joint_pos_rel,critic,null,2026-06-21_02-23-53_s1_base_velocity_scratch_16k_10k,null,joint_pos
null,coopG1S1,isaaclab.envs.mdp.observations:joint_vel_rel,critic,null,2026-06-21_02-23-53_s1_base_velocity_scratch_16k_10k,null,joint_vel
null,coopG1S1,isaaclab.envs.mdp.observations:last_action,critic,null,2026-06-21_02-23-53_s1_base_velocity_scratch_16k_10k,null,actions
null,coopG1S1,isaaclab.envs.mdp.observations:generated_commands,policy,null,2026-06-22_11-26-35_s1_base_velocity_precise,null,gait_commands
null,coopG1S1,isaaclab.envs.mdp.observations:base_ang_vel,policy,"{""func"": ""isaaclab.utils.noise.noise_model:uniform_noise"", ""n_max"": 0.03, ""n_min"": -0.03, ""operation"": ""add""}",2026-06-22_11-26-35_s1_base_velocity_precise,null,base_ang_vel
null,coopG1S1,isaaclab.envs.mdp.observations:projected_gravity,policy,"{""func"": ""isaaclab.utils.noise.noise_model:uniform_noise"", ""n_max"": 0.03, ""n_min"": -0.03, ""operation"": ""add""}",2026-06-22_11-26-35_s1_base_velocity_precise,null,projected_gravity
null,coopG1S1,isaaclab.envs.mdp.observations:generated_commands,policy,null,2026-06-22_11-26-35_s1_base_velocity_precise,null,velocity_commands
null,coopG1S1,isaaclab.envs.mdp.observations:joint_pos_rel,policy,"{""func"": ""isaaclab.utils.noise.noise_model:uniform_noise"", ""n_max"": 0.01, ""n_min"": -0.01, ""operation"": ""add""}",2026-06-22_11-26-35_s1_base_velocity_precise,null,joint_pos
null,coopG1S1,isaaclab.envs.mdp.observations:joint_vel_rel,policy,"{""func"": ""isaaclab.utils.noise.noise_model:uniform_noise"", ""n_max"": 1.5, ""n_min"": -1.5, ""operation"": ""add""}",2026-06-22_11-26-35_s1_base_velocity_precise,null,joint_vel
null,coopG1S1,isaaclab.envs.mdp.observations:last_action,policy,null,2026-06-22_11-26-35_s1_base_velocity_precise,null,actions
null,coopG1S1,isaaclab.envs.mdp.observations:base_lin_vel,policy,"{""func"": ""isaaclab.utils.noise.noise_model:uniform_noise"", ""n_max"": 0.03, ""n_min"": -0.03, ""operation"": ""add""}",2026-06-22_11-26-35_s1_base_velocity_precise,null,base_lin_vel
null,coopG1S1,isaaclab.envs.mdp.observations:generated_commands,critic,null,2026-06-22_11-26-35_s1_base_velocity_precise,null,gait_commands
null,coopG1S1,isaaclab.envs.mdp.observations:base_lin_vel,critic,null,2026-06-22_11-26-35_s1_base_velocity_precise,null,base_lin_vel
null,coopG1S1,isaaclab.envs.mdp.observations:base_ang_vel,critic,null,2026-06-22_11-26-35_s1_base_velocity_precise,null,base_ang_vel
null,coopG1S1,isaaclab.envs.mdp.observations:projected_gravity,critic,null,2026-06-22_11-26-35_s1_base_velocity_precise,null,projected_gravity
null,coopG1S1,isaaclab.envs.mdp.observations:generated_commands,critic,null,2026-06-22_11-26-35_s1_base_velocity_precise,null,velocity_commands
null,coopG1S1,isaaclab.envs.mdp.observations:joint_pos_rel,critic,null,2026-06-22_11-26-35_s1_base_velocity_precise,null,joint_pos
null,coopG1S1,isaaclab.envs.mdp.observations:joint_vel_rel,critic,null,2026-06-22_11-26-35_s1_base_velocity_precise,null,joint_vel
null,coopG1S1,isaaclab.envs.mdp.observations:last_action,critic,null,2026-06-22_11-26-35_s1_base_velocity_precise,null,actions
null,coopG1S2,isaaclab.envs.mdp.observations:base_ang_vel,policy,"{""func"": ""isaaclab.utils.noise.noise_model:uniform_noise"", ""n_max"": 0.03, ""n_min"": -0.03, ""operation"": ""add""}",2026-05-23_14-47-28_s2_fixedpayload_fromS0_50k_gui,null,base_ang_vel
null,coopG1S2,isaaclab.envs.mdp.observations:projected_gravity,policy,"{""func"": ""isaaclab.utils.noise.noise_model:uniform_noise"", ""n_max"": 0.03, ""n_min"": -0.03, ""operation"": ""add""}",2026-05-23_14-47-28_s2_fixedpayload_fromS0_50k_gui,null,projected_gravity
null,coopG1S2,isaaclab.envs.mdp.observations:generated_commands,policy,null,2026-05-23_14-47-28_s2_fixedpayload_fromS0_50k_gui,null,velocity_commands
null,coopG1S2,isaaclab.envs.mdp.observations:joint_pos_rel,policy,"{""func"": ""isaaclab.utils.noise.noise_model:uniform_noise"", ""n_max"": 0.01, ""n_min"": -0.01, ""operation"": ""add""}",2026-05-23_14-47-28_s2_fixedpayload_fromS0_50k_gui,null,joint_pos
null,coopG1S2,isaaclab.envs.mdp.observations:joint_vel_rel,policy,"{""func"": ""isaaclab.utils.noise.noise_model:uniform_noise"", ""n_max"": 1.5, ""n_min"": -1.5, ""operation"": ""add""}",2026-05-23_14-47-28_s2_fixedpayload_fromS0_50k_gui,null,joint_vel
null,coopG1S2,isaaclab.envs.mdp.observations:last_action,policy,null,2026-05-23_14-47-28_s2_fixedpayload_fromS0_50k_gui,null,actions
null,coopG1S2,isaaclab.envs.mdp.observations:base_lin_vel,critic,null,2026-05-23_14-47-28_s2_fixedpayload_fromS0_50k_gui,null,base_lin_vel
null,coopG1S2,isaaclab.envs.mdp.observations:base_ang_vel,critic,null,2026-05-23_14-47-28_s2_fixedpayload_fromS0_50k_gui,null,base_ang_vel
null,coopG1S2,isaaclab.envs.mdp.observations:projected_gravity,critic,null,2026-05-23_14-47-28_s2_fixedpayload_fromS0_50k_gui,null,projected_gravity
null,coopG1S2,isaaclab.envs.mdp.observations:generated_commands,critic,null,2026-05-23_14-47-28_s2_fixedpayload_fromS0_50k_gui,null,velocity_commands
null,coopG1S2,isaaclab.envs.mdp.observations:joint_pos_rel,critic,null,2026-05-23_14-47-28_s2_fixedpayload_fromS0_50k_gui,null,joint_pos
null,coopG1S2,isaaclab.envs.mdp.observations:joint_vel_rel,critic,null,2026-05-23_14-47-28_s2_fixedpayload_fromS0_50k_gui,null,joint_vel
null,coopG1S2,isaaclab.envs.mdp.observations:last_action,critic,null,2026-05-23_14-47-28_s2_fixedpayload_fromS0_50k_gui,null,actions
null,coopG1S2,isaaclab.envs.mdp.observations:base_ang_vel,policy,"{""func"": ""isaaclab.utils.noise.noise_model:uniform_noise"", ""n_max"": 0.03, ""n_min"": -0.03, ""operation"": ""add""}",2026-05-30_17-25-08_fixed_payload,null,base_ang_vel
null,coopG1S2,isaaclab.envs.mdp.observations:projected_gravity,policy,"{""func"": ""isaaclab.utils.noise.noise_model:uniform_noise"", ""n_max"": 0.03, ""n_min"": -0.03, ""operation"": ""add""}",2026-05-30_17-25-08_fixed_payload,null,projected_gravity
null,coopG1S2,isaaclab.envs.mdp.observations:generated_commands,policy,null,2026-05-30_17-25-08_fixed_payload,null,velocity_commands
null,coopG1S2,isaaclab.envs.mdp.observations:joint_pos_rel,policy,"{""func"": ""isaaclab.utils.noise.noise_model:uniform_noise"", ""n_max"": 0.01, ""n_min"": -0.01, ""operation"": ""add""}",2026-05-30_17-25-08_fixed_payload,null,joint_pos
null,coopG1S2,isaaclab.envs.mdp.observations:joint_vel_rel,policy,"{""func"": ""isaaclab.utils.noise.noise_model:uniform_noise"", ""n_max"": 1.5, ""n_min"": -1.5, ""operation"": ""add""}",2026-05-30_17-25-08_fixed_payload,null,joint_vel
null,coopG1S2,isaaclab.envs.mdp.observations:last_action,policy,null,2026-05-30_17-25-08_fixed_payload,null,actions
null,coopG1S2,isaaclab.envs.mdp.observations:base_lin_vel,critic,null,2026-05-30_17-25-08_fixed_payload,null,base_lin_vel
null,coopG1S2,isaaclab.envs.mdp.observations:base_ang_vel,critic,null,2026-05-30_17-25-08_fixed_payload,null,base_ang_vel
null,coopG1S2,isaaclab.envs.mdp.observations:projected_gravity,critic,null,2026-05-30_17-25-08_fixed_payload,null,projected_gravity
null,coopG1S2,isaaclab.envs.mdp.observations:generated_commands,critic,null,2026-05-30_17-25-08_fixed_payload,null,velocity_commands
null,coopG1S2,isaaclab.envs.mdp.observations:joint_pos_rel,critic,null,2026-05-30_17-25-08_fixed_payload,null,joint_pos
null,coopG1S2,isaaclab.envs.mdp.observations:joint_vel_rel,critic,null,2026-05-30_17-25-08_fixed_payload,null,joint_vel
null,coopG1S2,isaaclab.envs.mdp.observations:last_action,critic,null,2026-05-30_17-25-08_fixed_payload,null,actions
